                [11,11],[16,9,9,16],[5,5],[11,9],[12,15],[11,14,10,15],[8,12,5,11],[8,19,13,19,16],[13,8,6],[10,18,10,7],[16,11,17,6],[10,5],[11,11],0;
	[3,1,5,13,],[11,9],[9,7],[5,5],[6,13,11,7],[10,5],[8,19,13,19,16],[10,18,10,7],[16,9,9,16],[12,15],[5,19],0,0,0;
	[11,14,10,15],[8,19,13,19,16],15,5,[10,5],[11,11],[16,11,17,6],[13,11],[5,19],[13,8,6],[10,18,10,7],0,0,0;
	[11,11],[10,5],[11,8,11,16],[13,11],[16,11,17,6],[9,7],[8,12,5,11],5,[16,9,9,16],[15,19,9],[6,13,11,7],[11,9],[11,14,10,15],[8,19,13,19,16];
	[15,19,9],[9,7],[10,18,10,7],[5,19],[11,8,11,16],[6,13,11,7],[11,11],5,[5,8,7],[8,12,5,11],15,0,0,0;
	5,[11,11],[11,9],[10,5],[10,18,10,7],[15,19,9],[5,8,7],[16,9,9,16],[6,13,11,7],15,[13,19,18,8],[8,12,5,11],[16,11,17,6],[9,7];
	[10,18,10,7],[13,11],[11,8,11,16],[13,8,6],[16,9,12,11,15],[15,19,9],[8,12,5,11],[5,8,7],[13,19,18,8],[6,13,11,7],[5,5],[16,11,17,6],[16,9,9,16],0;
	[11,11],[5,8,7],[10,18,10,7],[10,5],[16,9,9,16],[13,8,6],[13,19,18,8],[16,9,12,11,15],[8,14,12,7],[5,5],[11,9],0,0,0;
	[10,5],15,[5,19],[15,19,9],[16,9,12,11,15],[6,13,11,7],[16,9,9,16],[16,11,17,6],[5,5],[12,15],[11,14,10,15],[10,18,10,7],0,0;
	[16,9,12,11,15],[11,8,11,16],[13,19,18,8],[10,5],15,[11,9],[13,8,6],[5,19],[10,18,10,7],[16,11,17,6],0,0,0,0;
	[13,11],15,[10,5],[8,14,12,7],[8,12,5,11],[13,8,6],[5,8,7],5,[6,13,11,7],[16,9,9,16],[9,7],0,0,0;
	[5,8,7],[5,19],[8,14,12,7],[11,8,11,16],[15,19,9],[16,11,17,6],[5,5],[11,11],[8,19,13,19,16],[10,18,10,7],[13,8,6],0,0,0;
	[11,11],[10,18,10,7],[9,7],[5,5],[8,12,5,11],15,[10,5],[16,11,17,6],[13,8,6],[12,15],0,0,0,0;
	[10,18,10,7],15,[15,19,9],[13,19,18,8],[16,9,9,16],[8,14,12,7],[5,8,7],[13,11],[10,5],[12,15],[5,5],[8,12,5,11],0,0;
	[11,11],15,[5,19],[8,14,12,7],5,[8,12,5,11],[13,8,6],[15,19,9],[11,14,10,15],[5,5],[10,5],[11,11],[8,19,13,19,16],[13,11];
	[13,19,18,8],[16,9,12,11,15],[13,8,6],[11,11],[13,11],[16,9,9,16],[10,18,10,7],[8,12,5,11],[5,5],[9,7],[16,11,17,6],[5,19],[8,19,13,19,16],0;
	[13,19,18,8],[6,13,11,7],[16,9,9,16],[13,11],[5,19],[11,11],[16,9,12,11,15],[5,5],[15,19,9],5,[11,14,10,15],0,0,0;
	[5,19],[5,5],[13,8,6],[9,7],[12,15],15,[16,11,17,6],[15,19,9],[13,11],[11,9],[5,8,7],[8,12,5,11],[11,8,11,16],0;
	[16,11,17,6],[15,19,9],[8,12,5,11],[5,19],[16,9,9,16],15,[11,8,11,16],[10,18,10,7],[11,11],[8,14,12,7],[13,19,18,8],[12,15],[9,7],0};


        RouN=[12;13;11;11;14;11;14;13;11;12;10;11;11;10;12;14;13;11;13;13];
